Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-02-25 12:53:45,0,Hamburg Laufen,"10,39",919,01:07:44,142,155,--,154,172,6:31,5:08,33,30,"1,00",--,--,--,--,--,"0,0",--,--,10.422,--,0,"00:02:36,2",21,01:07:28,01:09:06,5,23
Running,2024-02-23 14:45:48,0,Hamburg Laufen,"8,70",763,00:56:56,140,150,--,153,164,6:33,4:54,16,15,"1,00",--,--,--,--,--,"0,0",--,--,8.712,--,0,"00:01:23,6",18,00:56:33,00:59:09,5,21
Running,2024-02-21 11:35:06,0,Hamburg Laufen,"5,45",486,00:36:42,136,148,--,151,163,6:44,2:11,7,8,"0,98",--,--,--,--,--,"0,0",--,--,5.554,--,0,"00:03:01,2",11,00:36:23,00:38:25,4,15
Running,2024-02-20 16:34:21,0,Hamburg Laufen,"10,39",876,01:10:35,137,152,--,150,166,6:47,5:35,47,44,"0,98",--,--,--,--,--,"0,0",--,--,10.618,--,0,"00:02:37,0",21,01:10:11,01:11:21,5,24
Running,2024-02-19 12:21:01,0,Hamburg Laufen,"9,09",789,01:01:01,139,150,--,151,164,6:43,4:53,22,18,"0,98",--,--,--,--,--,"0,0",--,--,9.244,--,0,"00:00:38,2",19,01:00:28,01:01:48,5,23
Running,2024-02-15 13:24:55,0,Hamburg Laufen,"6,45",589,00:43:07,139,149,--,150,163,6:41,5:29,7,8,"0,99",--,--,--,--,--,"0,0",--,--,6.488,--,0,"00:02:59,7",13,00:42:51,00:44:26,5,16
Running,2024-02-14 11:32:16,0,Hamburg Laufen,"6,86",627,00:45:58,140,152,--,151,165,6:42,3:01,22,21,"0,99",--,--,--,--,--,"0,0",--,--,6.924,--,0,"00:02:36,3",14,00:45:37,00:47:29,5,18
Running,2024-02-12 12:48:48,0,Hamburg Laufen,"5,46",490,00:36:34,137,147,--,151,163,6:41,5:51,15,15,"0,99",--,--,--,--,--,"0,0",--,--,5.516,--,0,"00:03:05,0",11,00:36:19,00:37:30,5,15
Running,2024-02-11 15:02:59,0,Hamburg Laufen,"8,48",755,00:55:52,140,152,--,151,163,6:35,5:40,25,25,"1,00",--,--,--,--,--,"0,0",--,--,8.440,--,0,"00:03:09,1",17,00:55:20,00:57:48,5,19
Running,2024-02-10 13:02:09,0,Hamburg Laufen,"9,37",918,01:01:31,147,158,--,153,169,6:34,5:26,30,27,"1,00",--,--,--,--,--,"0,0",--,--,9.388,--,0,"00:02:29,3",19,01:01:12,01:02:45,5,21
Running,2024-02-09 15:45:09,0,Hamburg Laufen,"5,30",522,00:34:33,145,162,--,152,163,6:31,5:56,20,21,"1,01",--,--,--,--,--,"0,0",--,--,5.262,--,0,"00:01:54,3",11,00:34:29,00:35:13,5,16
Running,2024-02-08 12:20:42,0,Hamburg Laufen,"8,56",801,00:56:03,143,156,--,153,166,6:33,6:03,25,25,"1,00",--,--,--,--,--,"0,0",--,--,8.568,--,0,"00:00:24,4",18,00:55:47,00:57:16,5,20
Running,2024-02-07 10:20:14,0,Hamburg Laufen,"8,56",791,00:55:30,144,155,--,154,168,6:29,5:49,16,16,"1,00",--,--,--,--,--,"0,0",--,--,8.540,--,0,"00:00:25,7",18,00:55:08,00:57:48,5,20
Running,2024-01-31 12:20:27,0,Hamburg Laufen,"10,35",918,01:07:42,143,153,--,153,171,6:33,4:46,42,42,"1,00",--,--,--,--,--,"0,0",--,--,10.390,--,0,"00:02:17,1",21,01:07:06,01:09:45,5,24
Running,2024-01-30 12:27:21,0,Hamburg Laufen,"10,35",902,01:08:14,141,153,--,153,169,6:36,5:37,44,42,"0,99",--,--,--,--,--,"0,0",--,--,10.462,--,0,"00:02:16,3",21,01:07:33,01:11:39,5,24
Running,2024-01-29 12:42:50,0,Hamburg Laufen,"9,04",797,00:59:38,140,152,--,153,164,6:36,6:06,34,34,"0,99",--,--,--,--,--,"0,0",--,--,9.124,--,0,"00:00:15,1",19,00:59:12,01:01:23,5,22
Running,2024-01-28 14:46:57,0,Hamburg Laufen,"9,05",825,00:59:05,143,159,--,154,166,6:32,5:49,29,25,"1,00",--,--,--,--,--,"0,0",--,--,9.086,--,0,"00:00:22,8",19,00:58:44,01:00:34,5,22
Running,2024-01-27 14:19:01,0,Hamburg Laufen,"5,47",460,00:35:07,136,147,--,154,164,6:25,4:26,12,13,"1,01",--,--,--,--,--,"0,0",--,--,5.394,--,0,"00:03:03,7",11,00:34:34,00:37:13,5,15
Running,2024-01-25 10:47:58,0,Hamburg Laufen,"8,37",756,00:55:27,143,159,--,153,165,6:37,6:01,16,16,"0,98",--,--,--,--,--,"0,0",--,--,8.504,--,0,"00:02:36,1",17,00:55:16,00:56:18,5,20
Running,2024-01-24 11:48:38,0,Hamburg Laufen,"6,42",584,00:42:56,140,151,--,153,164,6:41,4:45,9,8,"0,98",--,--,--,--,--,"0,0",--,--,6.566,--,0,"00:02:43,7",13,00:42:21,00:43:58,5,16
Running,2024-01-23 11:52:18,0,Hamburg Laufen,"7,89",717,00:52:25,142,153,--,154,164,6:39,6:00,25,24,"0,98",--,--,--,--,--,"0,0",--,--,8.052,--,0,"00:02:39,0",16,00:52:03,00:53:20,5,18
Running,2024-01-21 14:03:35,0,Hamburg Laufen,"6,46",574,00:42:20,139,152,--,155,165,6:33,5:24,4,5,"0,99",--,--,--,--,--,"0,0",--,--,6.550,--,0,"00:02:50,4",13,00:42:10,00:43:21,6,16
Running,2024-01-19 11:05:15,0,Hamburg Laufen,"8,53",805,00:56:10,146,158,--,155,166,6:35,5:25,31,31,"0,98",--,--,--,--,--,"0,0",--,--,8.696,--,0,"00:00:12,6",18,00:55:27,00:58:14,5,20
Running,2024-01-18 12:24:27,0,Hamburg Laufen,"6,94",637,00:46:46,140,155,--,153,166,6:44,5:49,9,8,"0,97",--,--,--,--,--,"0,0",--,--,7.178,--,0,"00:02:54,8",14,00:46:22,00:47:54,5,18
Running,2024-01-16 12:15:46,0,Hamburg Laufen,"8,69",788,00:57:59,141,156,--,155,167,6:40,5:27,32,32,"0,96",--,--,--,--,--,"0,0",--,--,9.010,--,0,"00:01:21,3",18,00:57:26,00:59:15,5,20
Running,2024-01-15 12:29:52,0,Hamburg Laufen,"6,51",659,00:44:07,147,158,--,152,162,6:47,3:02,9,11,"0,97",--,--,--,--,--,"0,0",--,--,6.710,--,0,"00:00:03,8",14,00:43:51,00:44:14,5,16
Running,2024-01-13 09:44:34,0,Hamburg Laufen,"8,53",821,00:56:39,146,161,--,156,165,6:39,4:54,21,20,"0,97",--,--,--,--,--,"0,0",--,--,8.808,--,0,"00:00:13,1",18,00:56:24,00:57:02,5,19
Running,2024-01-12 14:11:32,0,Hamburg Laufen,"6,47",601,00:43:54,140,152,--,153,169,6:47,5:37,27,26,"0,97",--,--,--,--,--,"0,0",--,--,6.700,--,0,"00:03:10,3",13,00:43:27,00:45:25,5,17
Running,2024-01-10 11:31:52,0,Hamburg Laufen,"8,60",770,00:58:36,140,153,--,152,163,6:49,6:13,18,19,"0,97",--,--,--,--,--,"0,0",--,--,8.906,--,0,"00:00:42,5",18,00:58:25,00:59:39,5,20
Running,2024-01-09 12:28:07,0,Hamburg Laufen,"5,44",532,00:37:49,144,165,--,150,162,6:57,6:15,16,17,"0,96",--,--,--,--,--,"0,0",--,--,5.686,--,0,"00:03:06,5",11,00:37:21,00:39:18,5,15
Running,2024-01-05 12:29:37,0,Hamburg Laufen,"6,88",691,00:46:01,148,165,--,154,169,6:41,5:52,20,17,"0,97",--,--,--,--,--,"0,0",--,--,7.070,--,0,"00:02:35,5",14,00:45:38,00:47:38,5,19
Running,2024-01-04 12:03:18,0,Hamburg Laufen,"5,45",537,00:36:01,146,159,--,153,164,6:36,5:29,4,5,"0,99",--,--,--,--,--,"0,0",--,--,5.506,--,0,"00:02:58,3",11,00:35:42,00:38:20,5,15
Running,2024-01-03 10:41:20,0,Hamburg Laufen,"6,84",729,00:46:19,150,166,--,151,163,6:46,5:51,20,18,"0,98",--,--,--,--,--,"0,0",--,--,7.014,--,0,"00:02:21,9",14,00:45:39,00:47:49,5,18
Running,2024-01-02 12:25:49,0,Hamburg Laufen,"5,50",604,00:36:24,154,168,--,153,162,6:37,6:10,11,12,"0,99",--,--,--,--,--,"0,0",--,--,5.582,--,0,"00:03:13,2",11,00:36:13,00:36:36,5,15
Running,2024-01-01 15:00:55,0,Hamburg Laufen,"5,46",600,00:36:41,152,164,--,153,162,6:43,5:41,15,17,"0,97",--,--,--,--,--,"0,0",--,--,5.608,--,0,"00:03:05,5",11,00:36:28,00:36:52,5,17
Running,2023-12-10 15:14:36,0,Hamburg Laufen,"5,40",507,00:35:19,141,151,--,155,164,6:32,5:21,6,6,"0,99",--,--,--,--,--,"0,0",--,--,5.468,--,0,"00:02:42,1",11,00:35:02,00:35:55,5,16
Running,2023-12-08 09:42:08,0,Hamburg Laufen,"9,46",949,01:03:29,147,160,--,155,170,6:43,4:47,14,12,"0,96",--,--,--,--,--,"0,0",--,--,9.820,--,0,"00:02:58,0",19,01:03:16,01:04:49,5,20
Running,2023-12-05 11:12:24,0,Hamburg Laufen,"9,44",978,01:05:13,149,160,--,151,160,6:55,5:33,19,18,"0,96",--,--,--,--,--,"0,0",--,--,9.824,--,0,"00:03:08,4",19,01:04:57,01:06:39,5,20
Running,2023-12-04 13:40:55,0,Hamburg Laufen,"9,41",988,01:04:08,150,166,--,154,169,6:49,6:10,20,18,"0,96",--,--,--,--,--,"0,0",--,--,9.854,--,0,"00:02:50,2",19,01:03:32,01:05:14,5,20
Running,2023-11-23 13:31:49,0,Hamburg Laufen,"10,38",1.017,01:07:51,148,161,--,154,185,6:32,5:20,29,29,"0,99",--,--,--,--,--,"0,0",--,--,10.468,--,0,"00:02:31,8",21,01:07:26,01:10:14,5,24
Running,2023-11-22 15:16:22,0,Hamburg Laufen,"8,52",787,00:55:51,143,159,--,154,167,6:33,5:33,28,29,"0,99",--,--,--,--,--,"0,0",--,--,8.612,--,0,"00:00:12,6",18,00:54:56,00:57:43,5,20
Running,2023-11-21 13:31:52,0,Hamburg Laufen,"7,90",713,00:51:30,140,151,--,153,166,6:31,1:48,16,17,"1,00",--,--,--,--,--,"0,0",--,--,7.902,--,0,"00:02:40,5",16,00:50:47,00:53:42,5,18
Running,2023-11-20 09:49:21,0,Hamburg Laufen,"5,49",557,00:35:45,147,160,--,154,166,6:31,5:30,5,6,"1,00",--,--,--,--,--,"0,0",--,--,5.506,--,0,"00:03:01,5",11,00:35:21,00:36:36,5,16
Running,2023-11-10 10:46:32,0,Hamburg Laufen,"11,13",1.054,01:11:43,147,164,--,155,176,6:27,5:40,41,39,"1,00",--,--,--,--,--,"0,0",--,--,11.084,--,0,"00:00:52,2",23,01:11:05,01:13:16,5,24
Running,2023-11-09 12:31:57,0,Hamburg Laufen,"11,14",988,01:12:10,142,159,--,154,169,6:29,4:23,35,35,"1,00",--,--,--,--,--,"0,0",--,--,11.094,--,0,"00:00:58,1",23,01:11:26,01:13:55,5,24
Running,2023-11-08 12:23:28,0,Hamburg Laufen,"11,15",965,01:13:11,140,155,--,154,173,6:34,5:39,33,32,"0,99",--,--,--,--,--,"0,0",--,--,11.248,--,0,"00:01:03,9",23,01:12:46,01:15:44,5,24
Running,2023-11-07 11:34:50,0,Hamburg Laufen,"8,62",772,00:56:43,140,150,--,153,165,6:35,5:42,36,39,"1,00",--,--,--,--,--,"0,0",--,--,8.658,--,0,"00:00:51,6",18,00:56:38,00:57:28,5,20
Running,2023-11-05 17:08:10,0,Hamburg Laufen,"10,43",950,01:09:48,141,157,--,151,167,6:42,4:49,34,32,"0,99",--,--,--,--,--,"0,0",--,--,10.518,--,0,"00:02:45,0",21,01:09:21,01:10:21,5,24
Running,2023-11-04 10:11:32,0,Hamburg Laufen,"11,21",1.037,01:14:24,143,159,--,155,190,6:38,5:51,45,44,"0,97",--,--,--,--,--,"0,0",--,--,11.518,--,0,"00:01:22,9",23,01:14:03,01:15:35,5,24
Running,2023-11-03 13:33:50,0,Hamburg Laufen,"10,46",943,01:10:36,140,158,--,151,170,6:45,4:11,41,40,"0,98",--,--,--,--,--,"0,0",--,--,10.636,--,0,"00:03:08,6",21,01:09:50,01:12:17,5,24
Running,2023-10-27 12:54:55,0,Hamburg Laufen,"10,40",853,01:08:02,137,148,--,153,170,6:33,3:40,42,40,"1,00",--,--,--,--,--,"0,0",--,--,10.432,--,0,"00:02:26,1",21,01:07:11,01:10:56,'-1,24
Running,2023-10-25 07:15:50,0,Hamburg Laufen,"7,91",669,00:53:05,135,148,--,152,165,6:43,6:00,16,15,"0,98",--,--,--,--,--,"0,0",--,--,8.096,--,0,"00:02:47,8",16,00:52:21,00:54:37,5,18
Running,2023-10-22 13:39:58,0,Hamburg Laufen,"5,43",475,00:34:05,139,149,--,155,167,6:16,5:21,18,20,"1,03",--,--,--,--,--,"0,0",--,--,5.298,--,0,"00:02:46,1",11,00:33:43,00:35:05,5,16
Running,2023-10-21 16:41:30,0,Hamburg Laufen,"5,37",472,00:35:05,137,148,--,153,167,6:32,5:23,1,2,"1,00",--,--,--,--,--,"0,0",--,--,5.364,--,0,"00:02:28,6",11,00:34:50,00:36:38,5,16
Running,2023-10-20 12:17:38,0,Hamburg Laufen,"11,17",1.007,01:11:51,145,156,--,154,164,6:26,5:47,34,33,"1,01",--,--,--,--,--,"0,0",--,--,11.042,--,0,"00:01:05,6",23,01:11:12,01:13:37,5,24
Running,2023-10-18 07:07:12,0,Hamburg Laufen,"11,12",944,01:13:03,140,154,--,154,186,6:34,4:43,35,34,"0,99",--,--,--,--,--,"0,0",--,--,11.264,--,0,"00:00:46,3",23,01:12:20,01:14:43,5,23
Running,2023-10-17 07:02:50,0,Hamburg Laufen,"10,39",906,01:07:52,141,156,--,154,165,6:32,5:17,32,30,"1,00",--,--,--,--,--,"0,0",--,--,10.424,--,0,"00:02:27,6",21,01:07:11,01:10:33,5,23
Running,2023-10-14 14:29:38,0,Hamburg Laufen,"11,11",985,01:11:49,145,160,--,154,173,6:28,4:52,38,38,"1,00",--,--,--,--,--,"0,0",--,--,11.070,--,0,"00:00:47,1",23,01:10:50,01:14:02,5,24
Running,2023-10-13 11:52:37,0,Hamburg Laufen,"10,40",962,01:07:55,146,165,--,152,168,6:32,4:54,41,39,"1,00",--,--,--,--,--,"0,0",--,--,10.348,--,0,"00:02:24,3",21,01:06:52,01:10:18,5,24
Running,2026-08-20 12:18:24,0,Gremersdorf Running,"10,61",936,01:13:03,153,167,"4,1",151,156,6:53,6:21,99,102,"0,96","9,1","8,8",322,6:51,334,"0,0",328,479,10.942,'-18,No,"00:00:46,5",22,01:12:59,01:13:07,'-2,32
Running,2026-08-19 16:58:19,0,Gremersdorf Running,"10,01",894,01:10:18,155,175,"4,0",148,158,7:02,5:39,95,96,"0,96","9,2","8,8",329,6:57,338,"0,0",331,510,10.368,'-14,No,"00:00:04,8",21,01:10:11,01:10:27,'-1,32
Running,2023-10-11 09:57:52,0,Hamburg Laufen,"10,66",961,01:08:42,145,160,--,154,176,6:27,5:26,30,29,"1,01",--,--,--,--,--,"0,0",--,--,10.606,--,No,"00:01:05,3",22,01:07:27,01:11:33,5,24
Running,2023-10-10 11:53:01,0,Hamburg Laufen,"8,53",759,00:55:41,142,153,--,153,164,6:32,5:07,19,20,"1,01",--,--,--,--,--,"0,0",--,--,8.494,--,No,"00:00:14,2",18,00:55:25,00:56:54,5,19
Running,2023-10-02 14:01:56,0,Gremersdorf Laufen,"11,77",1.116,01:18:26,146,163,--,154,169,6:40,6:07,69,71,"0,98",--,--,--,--,--,"0,0",--,--,12.056,--,No,"00:01:37,3",24,01:18:12,01:18:36,0,49
Running,2023-10-01 12:51:52,0,Gremersdorf Laufen,"11,74",978,01:16:38,141,158,--,155,164,6:32,6:08,53,56,"0,99",--,--,--,--,--,"0,0",--,--,11.902,--,No,"00:01:32,8",24,01:16:32,01:16:44,0,40
Running,2023-09-30 13:46:24,0,Gremersdorf Laufen,"11,50",975,01:15:47,142,159,--,154,166,6:35,6:13,56,55,"0,98",--,--,--,--,--,"0,0",--,--,11.690,--,No,"00:00:00,7",24,01:15:39,01:16:10,0,40
Running,2023-09-25 10:32:13,0,Hamburg Laufen,"11,10",916,01:13:06,140,152,--,152,171,6:35,4:59,22,22,"1,00",--,--,--,--,--,"0,0",--,--,11.134,--,No,"00:00:42,8",23,01:12:26,01:15:46,5,23
Running,2023-09-23 13:32:05,0,Gremersdorf Laufen,"12,61",1.040,01:24:00,142,154,--,154,166,6:40,6:03,63,63,"0,98",--,--,--,--,--,"0,0",--,--,12.916,--,No,"00:00:43,8",26,01:23:50,01:24:11,0,40
Running,2023-09-22 15:47:04,0,Gremersdorf Laufen,"12,62",1.065,01:22:34,144,160,--,155,182,6:33,5:56,48,50,"0,98",--,--,--,--,--,"0,0",--,--,12.824,--,No,"00:00:43,9",26,01:22:24,01:22:46,0,40
Running,2023-09-20 07:07:44,0,Hamburg Laufen,"11,13",993,01:12:41,144,159,--,155,184,6:32,5:41,49,47,"0,99",--,--,--,--,--,"0,0",--,--,11.248,--,No,"00:00:56,9",23,01:11:49,01:14:34,5,24
Running,2023-09-19 07:27:58,0,Hamburg Laufen,"10,33",934,01:06:52,145,164,--,153,167,6:28,5:10,31,24,"1,01",--,--,--,--,--,"0,0",--,--,10.256,--,No,"00:02:06,2",21,01:05:45,01:10:51,5,24
Running,2023-09-17 09:38:40,0,Gremersdorf Laufen,"10,07",976,01:08:54,147,219,--,152,162,6:51,6:10,45,42,"0,96",--,--,--,--,--,"0,0",--,--,10.482,--,No,"00:00:27,6",21,01:08:47,01:08:57,0,40
Running,2023-09-16 11:46:00,0,Laufen Gremersdorf Manuell,"10,20",1.086,01:08:00,--,--,--,--,--,6:40,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,No,01:08:00,1,--:--:--,01:08:00,--,--
Running,2023-09-13 11:54:50,0,Hamburg Laufen,"10,51",917,01:09:04,145,170,--,152,167,6:34,5:41,28,26,"1,00",--,--,--,--,--,"0,0",--,--,10.492,--,No,"00:00:06,2",22,01:08:29,01:10:43,5,24
Running,2023-09-09 08:45:06,0,Hamburg Laufen,"7,61",658,00:49:13,140,150,--,152,167,6:28,2:30,14,15,"1,02",--,--,--,--,--,"0,0",--,--,7.484,--,No,"00:00:43,8",16,00:48:58,00:50:12,5,18
Running,2023-09-07 07:16:19,0,Hamburg Laufen,"10,43",935,01:08:27,144,166,--,153,186,6:34,5:07,37,36,"0,99",--,--,--,--,--,"0,0",--,--,10.504,--,No,"00:02:41,0",21,01:08:00,01:12:07,5,23
Running,2023-09-06 07:18:25,0,Hamburg Laufen,"10,05",953,01:07:32,146,160,--,151,165,6:43,1:06,33,31,"0,98",--,--,--,--,--,"0,0",--,--,10.220,--,No,"00:00:22,3",21,01:07:05,01:09:49,5,24
Running,2023-09-05 07:02:23,0,Hamburg Laufen,"11,12",1.044,01:14:14,146,164,--,153,165,6:40,4:55,38,40,"0,98",--,--,--,--,--,"0,0",--,--,11.356,--,No,"00:00:59,1",23,01:13:20,01:16:43,5,24
Running,2023-09-04 12:38:15,0,Hamburg Laufen,"10,45",1.036,01:09:47,149,164,--,150,178,6:40,5:36,30,29,"1,00",--,--,--,--,--,"0,0",--,--,10.458,--,No,"00:03:01,3",21,01:09:11,01:10:42,5,24
Running,2023-09-03 13:25:46,0,Hamburg Laufen,"6,89",510,00:49:23,127,155,--,147,162,7:10,6:08,19,18,"0,95",--,--,--,--,--,"0,0",--,--,7.286,--,No,"00:02:47,7",14,00:48:39,00:52:21,6,20
Running,2023-08-31 16:37:28,0,Hamburg Laufen,"9,10",743,01:01:22,138,148,--,149,161,6:45,6:10,29,28,"0,99",--,--,--,--,--,"0,0",--,--,9.170,--,No,"00:00:41,6",19,01:00:48,01:02:39,5,23
Running,2023-08-30 16:08:37,0,Hamburg Laufen,"11,51",1.009,01:17:32,144,159,--,151,164,6:44,4:46,36,39,"0,99",--,--,--,--,--,"0,0",--,--,11.676,--,No,"00:00:05,1",24,01:16:58,01:18:51,5,24
Running,2023-08-28 12:16:34,0,Hamburg Laufen,"10,51",914,01:07:48,144,159,--,154,166,6:27,5:07,21,19,"1,01",--,--,--,--,--,"0,0",--,--,10.412,--,No,"00:00:59,7",22,01:07:25,01:08:53,5,24
Running,2023-08-27 12:45:08,0,Hamburg Laufen,"6,94",495,00:50:57,125,134,--,147,158,7:20,6:11,24,24,"0,92",--,--,--,--,--,"0,0",--,--,7.516,--,No,"00:03:21,3",14,00:50:38,00:53:20,5,20
Running,2023-08-26 13:44:34,0,Hamburg Laufen,"10,71",983,01:09:46,147,165,--,152,169,6:31,5:04,26,29,"1,01",--,--,--,--,--,"0,0",--,--,10.572,--,No,"00:00:03,0",24,01:09:02,01:13:41,5,23
Running,2023-08-24 17:44:10,0,Gremersdorf Laufen,"10,13",860,01:09:06,141,156,--,150,182,6:49,6:11,46,46,"0,98",--,--,--,--,--,"0,0",--,--,10.368,--,No,"00:00:46,1",21,01:08:58,01:09:18,0,40
Running,2023-08-23 14:09:38,0,Gremersdorf Laufen,"10,01",1.002,01:08:53,150,162,--,150,159,6:53,5:57,53,53,"0,97",--,--,--,--,--,"0,0",--,--,10.320,--,No,"00:00:03,2",21,01:08:35,01:10:15,0,35
Running,2023-08-22 12:31:08,0,Gremersdorf Laufen,"10,11",1.057,01:09:42,152,167,--,151,185,6:53,6:27,51,55,"0,96",--,--,--,--,--,"0,0",--,--,10.528,--,No,"00:00:46,2",21,01:09:36,01:09:49,0,40
Running,2023-08-19 09:26:58,0,Gremersdorf Laufen,"9,28",769,01:08:39,134,149,--,150,184,7:24,6:51,41,41,"0,90",--,--,--,--,--,"0,0",--,--,10.326,--,No,"00:01:54,6",19,01:08:31,01:08:46,0,40
Running,2023-08-18 08:40:09,0,Gremersdorf Laufen,"10,26",965,01:07:44,148,165,--,155,192,6:36,2:16,100,101,"0,98",--,--,--,--,--,"0,0",--,--,10.484,--,No,"00:01:34,1",21,01:07:28,01:08:09,'-53,40
Running,2023-08-17 11:03:37,0,Gremersdorf Laufen,"10,09",920,01:08:34,145,159,--,151,190,6:48,6:06,50,50,"0,98",--,--,--,--,--,"0,0",--,--,10.330,--,No,"00:00:36,6",21,01:08:23,01:09:06,0,40
Running,2023-08-13 10:14:04,0,Hamburg Laufen,"9,65",946,01:11:25,141,161,--,146,167,7:24,3:50,33,34,"0,92",--,--,--,--,--,"0,0",--,--,10.460,--,No,"00:01:02,0",20,01:10:29,01:14:04,5,24
Running,2023-08-10 13:45:53,0,Gremersdorf Laufen,"11,52",1.015,01:17:29,144,161,--,152,181,6:44,6:06,58,59,"0,98",--,--,--,--,--,"0,0",--,--,11.750,--,No,"00:00:09,1",24,01:17:15,01:17:44,0,40
Running,2023-08-09 14:05:39,0,Gremersdorf Laufen,"10,02",1.012,01:07:18,152,166,--,153,182,6:43,5:45,54,54,"0,97",--,--,--,--,--,"0,0",--,--,10.332,--,No,"00:00:06,7",21,01:07:15,01:07:23,0,35
Running,2023-08-07 12:49:55,0,Hamburg Laufen,"11,67",1.196,01:17:29,154,165,--,151,166,6:38,4:50,28,30,"1,00",--,--,--,--,--,"0,0",--,--,11.698,--,No,"00:01:16,1",24,01:16:35,01:20:30,3,17
Running,2023-08-06 14:11:47,0,Hamburg Laufen,"9,13",892,01:00:30,148,161,--,151,161,6:38,5:26,22,22,"1,00",--,--,--,--,--,"0,0",--,--,9.154,--,No,"00:00:55,3",19,01:00:08,01:01:05,5,24
Running,2023-08-04 11:34:29,0,Gremersdorf Laufen,"9,01",850,01:01:05,147,163,--,151,182,6:47,6:02,45,45,"0,98",--,--,--,--,--,"0,0",--,--,9.234,--,No,"00:00:06,8",19,01:00:54,01:01:24,0,40
Running,2023-08-01 12:26:38,0,Gremersdorf Laufen,"10,09",971,01:08:17,149,163,--,152,186,6:46,5:49,59,59,"0,97",--,--,--,--,--,"0,0",--,--,10.388,--,No,"00:00:35,8",21,01:07:50,01:09:14,0,40
Running,2023-07-31 17:10:10,0,Hamburg Laufen,"9,01",881,01:02:17,146,219,--,146,187,6:55,5:17,20,18,"0,99",--,--,--,--,--,"0,0",--,--,9.120,--,No,"00:00:06,2",19,01:01:51,01:03:43,5,20
Running,2023-07-25 12:29:28,0,Hamburg Laufen,"10,39",978,01:11:46,147,219,--,148,188,6:54,2:19,37,37,"0,98",--,--,--,--,--,"0,0",--,--,10.648,--,No,"00:02:42,8",21,01:11:22,01:13:46,5,24
Running,2023-07-24 11:18:35,0,Hamburg Laufen,"10,38",1.020,01:09:22,151,220,--,151,195,6:41,4:56,32,30,"0,99",--,--,--,--,--,"0,0",--,--,10.476,--,No,"00:02:31,6",21,01:08:40,01:11:47,5,24
Running,2023-07-22 13:40:01,0,Gremersdorf Laufen,"11,69",996,01:20:32,143,160,--,151,181,6:54,6:08,62,64,"0,96",--,--,--,--,--,"0,0",--,--,12.158,--,No,"00:01:06,9",24,01:20:19,01:20:44,0,39
Running,2023-07-20 16:00:01,0,Gremersdorf Laufen,"10,13",952,01:11:03,145,163,--,151,170,7:01,5:54,48,50,"0,95",--,--,--,--,--,"0,0",--,--,10.718,--,No,"00:00:48,1",21,01:10:58,01:11:56,0,40
Running,2023-07-19 17:55:09,0,Gremersdorf Laufen,"10,14",966,01:11:15,146,160,--,151,159,7:02,6:10,56,54,"0,94",--,--,--,--,--,"0,0",--,--,10.774,--,No,"00:00:57,0",21,01:11:12,01:11:21,0,40
Running,2023-07-18 13:16:15,0,Gremersdorf Laufen,"9,01",824,01:03:43,143,159,--,149,155,7:04,6:34,54,53,"0,95",--,--,--,--,--,"0,0",--,--,9.472,--,No,"00:00:06,0",19,01:03:33,01:03:46,0,40
Running,2023-07-18 13:15:59,0,Gremersdorf Laufen,"0,01",--,"00:00:03,3",99,99,--,35,139,9:47,11:36,--,--,"2,94",--,--,--,--,--,"0,0",--,--,2,--,No,"00:00:03,3",1,00:00:03,"00:00:06,3",5,5
Running,2023-07-15 11:06:57,0,Gremersdorf Laufen,"7,18",761,00:52:45,150,165,--,145,160,7:21,4:49,40,42,"0,94",--,--,--,--,--,"0,0",--,--,7.638,--,No,"00:01:30,9",15,00:52:32,00:53:02,2,35
Running,2023-07-14 15:05:32,0,Hamburg Laufen,"5,47",567,00:36:54,149,164,--,146,157,6:45,5:04,11,12,"1,01",--,--,--,--,--,"0,0",--,--,5.406,--,No,"00:03:07,6",11,00:36:28,00:37:30,5,17
Running,2023-07-12 11:56:15,0,Hamburg Laufen,"6,86",707,00:45:48,151,166,--,149,161,6:41,5:54,15,14,"1,00",--,--,--,--,--,"0,0",--,--,6.834,--,No,"00:02:21,9",14,00:45:28,00:48:08,5,19
Running,2023-07-10 12:19:49,0,Hamburg Laufen,"5,38",585,00:36:04,155,169,--,147,158,6:42,5:48,4,4,"1,01",--,--,--,--,--,"0,0",--,--,5.310,--,No,"00:02:36,5",11,00:35:44,00:36:47,5,15
Running,2023-07-08 09:37:00,0,Ostsee (ohne Uhr),"5,00",687,00:50:00,--,--,--,--,--,10:00,--,--,--,--,--,--,--,--,--,"0,0",--,--,--,--,No,00:50:00,1,--:--:--,00:50:00,--,--
