Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Decompression,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-06-02 16:29:43,0,Gremersdorf Laufen,"10,14",944,01:06:36,147,161,--,151,159,6:34,6:06,56,56,"1,01",--,--,--,--,--,"0,0",--,--,10.040,--,No,"00:00:51,4",21,01:06:32,01:06:42,0,40
Running,2022-05-31 12:17:36,0,Hamburg Laufen,"10,21",1.034,01:06:08,153,166,--,152,166,6:29,5:46,32,31,"1,01",--,--,--,--,--,"0,0",--,--,10.078,--,No,"00:01:26,3",21,01:05:36,01:08:06,5,24
Running,2022-05-30 18:15:35,0,Hamburg Laufen,"9,08",855,00:59:15,146,159,--,151,170,6:31,5:30,25,24,"1,02",--,--,--,--,--,"0,0",--,--,8.934,--,No,"00:00:33,3",19,00:58:50,01:01:14,5,18
Running,2022-05-28 12:27:55,0,Gremersdorf Laufen,"10,15",1.023,01:06:36,153,167,--,152,163,6:34,5:19,60,60,"1,00",--,--,--,--,--,"0,0",--,--,10.116,--,No,"00:00:55,7",21,01:06:31,01:06:44,0,40
Running,2022-05-24 12:07:55,0,Hamburg Laufen,"10,22",1.040,01:06:26,154,169,--,152,164,6:30,5:15,28,28,"1,02",--,--,--,--,--,"0,0",--,--,10.070,--,No,"00:01:29,4",21,01:05:54,01:08:14,5,24
Running,2022-05-23 17:42:15,0,Hamburg Laufen,"7,49",781,00:49:01,154,172,--,148,163,6:32,5:21,6,6,"1,03",--,--,--,--,--,"0,0",--,--,7.280,--,No,"00:03:06,6",15,00:48:31,00:51:49,5,18
Running,2022-05-20 16:58:56,0,Gremersdorf Laufen,"10,12",994,01:06:01,152,166,--,152,164,6:32,5:22,41,43,"1,01",--,--,--,--,--,"0,0",--,--,10.014,--,No,"00:00:43,6",21,01:05:55,01:07:04,'-1,36
Running,2022-05-16 17:08:22,0,Hamburg Laufen,"6,82",714,00:45:34,151,166,--,149,160,6:41,4:54,23,21,"1,01",--,--,--,--,--,"0,0",--,--,6.778,--,No,"00:02:10,0",14,00:44:26,00:47:48,5,19
Running,2022-05-14 14:18:13,0,Gremersdorf Laufen,"10,03",1.032,01:06:18,155,168,--,151,159,6:37,6:06,56,58,"1,00",--,--,--,--,--,"0,0",--,--,10.010,--,No,"00:00:12,3",21,01:06:15,01:06:18,'-1,45
Running,2022-05-12 17:04:06,0,Gremersdorf Laufen,"9,05",926,01:00:42,152,167,--,150,159,6:42,5:18,43,43,"1,00",--,--,--,--,--,"0,0",--,--,9.086,--,No,"00:00:19,6",19,01:00:27,01:00:55,0,40
Running,2022-05-07 16:23:35,0,Gremersdorf Laufen,"8,99",781,01:04:17,141,218,--,148,162,7:09,4:53,53,53,"0,95",--,--,--,--,--,"0,0",--,--,9.502,--,No,"00:03:04,0",18,01:04:08,01:04:27,1,40
Running,2022-05-06 13:10:44,0,Gremersdorf Laufen,"9,04",949,01:00:16,154,169,--,151,161,6:40,5:58,46,46,"1,00",--,--,--,--,--,"0,0",--,--,9.084,--,No,"00:00:15,3",19,01:00:13,01:00:21,'-1,36
Running,2022-05-03 12:20:39,0,Hamburg Laufen,"6,90",693,00:45:37,149,163,--,150,165,6:37,5:27,4,1,"1,01",--,--,--,--,--,"0,0",--,--,6.854,--,No,"00:00:02,0",16,00:45:11,00:46:48,5,15
Running,2022-04-29 17:46:20,0,Gremersdorf Laufen,"8,92",894,00:59:39,150,166,--,150,158,6:41,6:08,42,41,"1,00",--,--,--,--,--,"0,0",--,--,8.940,--,No,"00:02:40,0",18,00:59:31,00:59:53,4,40
Running,2022-04-26 11:58:11,0,Hamburg Laufen,"7,38",815,00:48:43,160,181,--,147,159,6:36,5:17,8,6,"1,03",--,--,--,--,--,"0,0",--,--,7.172,--,No,"00:02:28,9",15,00:48:04,00:50:48,6,13
Running,2022-04-23 08:10:28,0,Gremersdorf Laufen,"8,89",996,01:00:47,155,172,--,150,157,6:50,6:31,43,39,"0,97",--,--,--,--,--,"0,0",--,--,9.148,--,No,"00:02:39,2",18,01:00:45,01:00:47,2,40
Running,2022-04-07 17:09:57,0,Hamburg Laufen,"5,49",546,00:36:21,147,158,--,148,161,6:37,3:48,17,17,"1,02",--,--,--,--,--,"0,0",--,--,5.390,--,No,"00:03:08,0",11,00:36:13,00:37:33,5,16
Running,2022-03-30 12:14:49,0,Hamburg Laufen,"9,00",906,00:59:19,151,164,--,150,168,6:36,5:25,26,25,"1,01",--,--,--,--,--,"0,0",--,--,8.888,--,No,"00:03:08,6",18,00:58:31,01:00:51,5,20
Running,2022-03-27 10:56:57,0,Hamburg Laufen,"10,61",1.085,01:08:54,153,165,--,150,177,6:30,5:39,27,27,"1,03",--,--,--,--,--,"0,0",--,--,10.344,--,No,"00:00:44,9",22,01:08:20,01:09:42,5,23
Running,2022-03-22 12:15:54,0,Hamburg Laufen,"5,47",541,00:35:43,148,163,--,149,161,6:32,5:29,8,12,"1,03",--,--,--,--,--,"0,0",--,--,5.326,--,No,"00:03:04,5",11,00:35:31,00:37:36,5,15
Running,2022-03-21 16:38:15,0,Hamburg Laufen,"9,37",972,01:01:29,153,164,--,149,163,6:34,5:50,13,10,"1,02",--,--,--,--,--,"0,0",--,--,9.160,--,No,"00:02:27,2",19,01:01:11,01:02:49,5,18
Running,2022-03-16 12:21:44,0,Hamburg Laufen,"9,04",905,00:58:56,150,163,--,151,165,6:31,2:48,25,23,"1,02",--,--,--,--,--,"0,0",--,--,8.900,--,No,"00:00:16,9",19,00:58:36,01:00:05,5,20
Running,2022-03-10 12:18:46,0,Hamburg Laufen,"10,24",976,01:05:52,148,163,--,151,163,6:26,4:41,20,19,"1,03",--,--,--,--,--,"0,0",--,--,9.956,--,No,"00:01:33,2",21,01:05:26,01:07:36,5,24
Running,2022-03-09 12:35:06,0,Hamburg Laufen,"10,60",1.050,01:09:49,150,162,--,150,163,6:35,5:45,38,37,"1,01",--,--,--,--,--,"0,0",--,--,10.492,--,No,"00:00:41,4",22,01:09:31,01:11:18,5,24
Running,2022-03-08 12:29:06,0,Hamburg Laufen,"10,87",1.103,01:10:44,153,165,--,151,163,6:31,4:31,22,20,"1,02",--,--,--,--,--,"0,0",--,--,10.704,--,No,"00:02:23,4",22,01:10:04,01:13:06,5,19
Running,2022-03-05 16:43:39,0,Hamburg Laufen,"10,31",891,01:06:27,143,155,--,152,167,6:27,2:57,36,36,"1,02",--,--,--,--,--,"0,0",--,--,10.132,--,No,"00:01:59,2",21,01:06:05,01:08:05,5,22
Running,2022-03-04 15:37:39,0,Hamburg Laufen,"7,62",741,00:49:49,148,158,--,151,162,6:32,5:27,14,15,"1,01",--,--,--,--,--,"0,0",--,--,7.514,--,No,"00:00:48,5",16,00:49:38,00:51:38,5,18
Running,2022-03-02 12:15:02,0,Hamburg Laufen,"8,66",854,00:56:09,150,163,--,152,180,6:29,5:40,23,24,"1,01",--,--,--,--,--,"0,0",--,--,8.542,--,No,"00:00:58,5",18,00:55:56,00:57:03,5,19
Running,2022-03-01 17:36:04,0,Hamburg Laufen,"10,55",969,01:10:32,146,159,--,147,159,6:41,2:56,34,32,"1,01",--,--,--,--,--,"0,0",--,--,10.394,--,No,"00:00:18,7",22,01:10:02,01:12:24,4,23
Running,2022-02-27 16:25:17,0,Hamburg Laufen,"11,37",1.054,01:13:10,148,162,--,151,165,6:26,5:12,50,52,"1,03",--,--,--,--,--,"0,0",--,--,11.026,--,No,"00:02:31,2",23,01:12:30,01:15:45,5,24
Running,2022-02-25 15:18:46,0,Hamburg Laufen,"6,92",661,00:45:01,146,158,--,151,162,6:30,5:35,15,13,"1,02",--,--,--,--,--,"0,0",--,--,6.784,--,No,"00:02:46,1",14,00:44:38,00:46:48,5,18
Running,2022-02-24 16:30:58,0,Hamburg Laufen,"10,97",1.075,01:12:25,150,162,--,149,164,6:36,5:17,24,24,"1,02",--,--,--,--,--,"0,0",--,--,10.770,--,No,"00:03:10,5",22,01:11:23,01:15:32,5,19
Running,2022-02-20 15:52:22,0,Hamburg Laufen,"10,28",1.006,01:08:55,148,159,--,149,159,6:42,6:07,16,17,"1,00",--,--,--,--,--,"0,0",--,--,10.278,--,No,"00:01:56,9",21,01:08:43,01:09:15,5,20
Running,2022-02-19 13:01:58,0,Hamburg Laufen,"9,04",863,00:58:46,148,158,--,152,167,6:30,5:45,25,24,"1,01",--,--,--,--,--,"0,0",--,--,8.916,--,No,"00:00:16,5",19,00:58:30,00:59:54,5,19
Running,2022-02-18 11:23:32,0,Hamburg Laufen,"10,95",1.099,01:12:13,152,162,--,151,164,6:36,5:37,32,34,"1,01",--,--,--,--,--,"0,0",--,--,10.882,--,No,"00:03:03,6",22,01:11:18,01:16:12,5,23
Running,2022-02-12 14:48:01,0,Hamburg Laufen,"14,78",1.392,01:34:39,151,163,--,152,163,6:24,5:29,61,62,"1,03",--,--,--,--,--,"0,0",--,--,14.412,--,No,"00:01:53,2",30,01:33:57,01:36:24,5,24
Running,2022-02-10 15:01:00,0,Hamburg Laufen,"11,03",1.055,01:11:11,150,163,--,151,165,6:27,5:26,48,50,"1,03",--,--,--,--,--,"0,0",--,--,10.714,--,No,"00:00:12,8",23,01:10:30,01:14:51,5,24
Running,2022-02-08 12:03:42,0,Hamburg Laufen,"8,82",898,00:57:29,152,164,--,151,165,6:31,5:27,32,34,"1,02",--,--,--,--,--,"0,0",--,--,8.678,--,No,"00:02:11,7",18,00:57:00,00:58:13,5,23
Running,2022-02-07 15:03:03,0,Hamburg Laufen,"6,91",661,00:44:45,148,168,--,151,164,6:29,5:02,13,11,"1,02",--,--,--,--,--,"0,0",--,--,6.758,--,No,"00:02:42,4",14,00:44:24,00:45:53,5,19
Running,2022-02-03 17:58:30,0,Hamburg Laufen,"8,56",829,00:59:09,145,159,--,148,160,6:54,5:13,22,22,"0,98",--,--,--,--,--,"0,0",--,--,8.772,--,No,"00:00:31,5",18,00:58:45,01:00:50,5,21
Running,2022-02-01 17:28:43,0,Hamburg Laufen,"8,68",834,00:58:45,145,161,--,149,159,6:46,6:03,22,22,"0,99",--,--,--,--,--,"0,0",--,--,8.736,--,No,"00:01:18,3",18,00:58:25,01:00:11,5,19
Running,2022-01-30 17:24:54,0,Hamburg Laufen,"6,90",673,00:45:10,147,161,--,150,166,6:33,6:00,9,9,"1,02",--,--,--,--,--,"0,0",--,--,6.796,--,No,"00:02:40,8",14,00:44:48,00:45:50,5,15
Running,2022-01-30 15:42:35,0,Hamburg Laufen,"7,00",663,00:45:12,146,158,--,151,162,6:27,5:41,21,21,"1,02",--,--,--,--,--,"0,0",--,--,6.842,--,No,"00:00:02,0",15,00:44:54,00:45:51,5,19
Running,2022-01-26 12:15:23,0,Hamburg Laufen,"8,63",841,00:57:21,147,164,--,152,188,6:39,4:52,21,22,"0,99",--,--,--,--,--,"0,0",--,--,8.746,--,No,"00:00:58,6",18,00:57:11,00:57:49,5,20
Running,2022-01-25 12:20:52,0,Hamburg Laufen,"8,58",834,00:56:07,148,162,--,152,164,6:32,5:13,18,16,"1,01",--,--,--,--,--,"0,0",--,--,8.512,--,No,"00:00:33,6",18,00:55:36,00:57:55,5,18
Running,2022-01-23 12:01:00,0,Hamburg Laufen,"9,04",902,00:57:27,152,164,--,153,164,6:21,4:59,15,16,"1,03",--,--,--,--,--,"0,0",--,--,8.772,--,No,"00:00:15,4",19,00:57:05,00:58:23,5,18
Running,2022-01-22 14:55:07,0,Hamburg Laufen,"9,05",855,00:58:34,148,160,--,152,162,6:29,5:29,21,21,"1,02",--,--,--,--,--,"0,0",--,--,8.888,--,No,"00:00:22,4",19,00:58:17,00:59:22,5,19
Running,2022-01-19 12:18:52,0,Hamburg Laufen,"6,95",692,00:44:42,151,163,--,152,162,6:26,5:23,8,7,"1,03",--,--,--,--,--,"0,0",--,--,6.772,--,No,"00:02:48,7",14,00:44:28,00:45:45,5,15
Running,2022-01-16 13:32:37,0,Hamburg Laufen,"8,73",816,01:02:12,140,156,--,148,164,7:07,5:50,11,10,"0,95",--,--,--,--,--,"0,0",--,--,9.190,--,No,"00:01:35,5",18,01:01:34,01:03:39,5,19
Running,2022-01-14 15:35:25,0,Hamburg Laufen,"10,62",1.013,01:08:53,151,162,--,151,164,6:29,4:46,22,21,"1,02",--,--,--,--,--,"0,0",--,--,10.400,--,No,"00:00:52,1",22,01:08:06,01:11:50,5,19
Running,2022-01-13 12:11:08,0,Hamburg Laufen,"10,06",1.049,01:06:02,156,167,--,153,164,6:34,4:10,21,22,"1,00",--,--,--,--,--,"0,0",--,--,10.074,--,No,"00:00:27,7",21,01:05:31,01:07:48,5,23
Running,2022-01-11 12:04:23,0,Hamburg Laufen,"7,96",800,00:51:47,152,163,--,150,165,6:30,3:53,18,18,"1,02",--,--,--,--,--,"0,0",--,--,7.786,--,No,"00:02:59,0",16,00:51:20,00:53:28,5,18
Running,2022-01-09 13:45:46,0,Hamburg Laufen,"8,75",845,01:05:07,140,156,--,146,163,7:27,4:59,11,10,"0,92",--,--,--,--,--,"0,0",--,--,9.504,--,No,"00:01:46,8",18,01:04:22,01:07:22,5,19
Running,2022-01-08 14:38:05,0,Hamburg Laufen,"7,51",791,00:49:03,156,166,--,151,163,6:32,3:12,16,16,"1,02",--,--,--,--,--,"0,0",--,--,7.388,--,No,"00:00:03,9",16,00:48:45,00:50:18,5,16
Running,2022-01-07 11:15:46,0,Hamburg Laufen,"5,47",534,00:35:28,149,162,--,151,163,6:29,5:45,5,6,"1,02",--,--,--,--,--,"0,0",--,--,5.352,--,No,"00:03:05,2",11,00:35:08,00:37:41,5,16
Running,2021-12-31 13:42:53,0,Hamburg Laufen,"7,95",811,00:50:33,156,168,--,151,162,6:22,5:27,13,11,"1,04",--,--,--,--,--,"0,0",--,--,7.616,--,No,"00:02:49,4",16,00:50:17,00:51:44,5,19
Running,2021-12-30 16:00:37,0,Hamburg Laufen,"8,61",907,00:56:25,156,166,--,150,164,6:33,5:13,23,23,"1,02",--,--,--,--,--,"0,0",--,--,8.450,--,No,"00:00:48,8",18,00:56:00,00:58:45,5,19
Running,2021-12-29 12:21:53,0,Hamburg Laufen,"5,52",581,00:34:54,159,170,--,152,162,6:19,4:59,8,8,"1,04",--,--,--,--,--,"0,0",--,--,5.296,--,No,"00:00:11,8",12,00:34:46,00:35:08,5,16
Running,2021-12-28 16:22:33,0,Hamburg Laufen,"7,57",824,00:49:25,159,173,--,151,166,6:32,6:01,11,10,"1,02",--,--,--,--,--,"0,0",--,--,7.446,--,No,"00:00:29,5",16,00:49:13,00:50:20,5,18
Running,2021-12-27 11:25:59,0,Hamburg Laufen,"5,43",609,00:34:55,164,176,--,153,162,6:26,5:56,--,2,"1,02",--,--,--,--,--,"0,0",--,--,5.334,--,No,"00:02:52,4",11,00:34:37,00:35:24,5,16
Running,2021-12-24 14:10:35,0,Hamburg Laufen,"5,48",599,00:35:45,158,169,--,150,162,6:31,5:51,16,20,"1,02",--,--,--,--,--,"0,0",--,--,5.356,--,No,"00:03:10,9",11,00:35:32,00:36:45,5,15
Running,2021-12-01 12:13:48,0,Hamburg Laufen,"7,58",782,00:47:46,155,166,--,152,164,6:18,4:53,6,4,"1,05",--,--,--,--,--,"0,0",--,--,7.248,--,No,"00:00:34,5",16,00:47:26,00:48:14,5,13
Running,2021-11-27 13:07:38,0,Hamburg Laufen,"8,57",871,00:54:01,154,166,--,151,162,6:18,5:27,22,23,"1,05",--,--,--,--,--,"0,0",--,--,8.152,--,No,"00:00:31,0",18,00:53:34,00:55:05,5,20
Running,2021-11-24 12:00:02,0,Hamburg Laufen,"8,02",770,00:50:14,149,162,--,153,165,6:16,5:31,22,21,"1,04",--,--,--,--,--,"0,0",--,--,7.700,--,No,"00:00:12,3",17,00:49:57,00:51:21,5,23
Running,2021-11-22 12:02:14,0,Hamburg Laufen,"10,89",1.057,01:09:03,151,163,--,153,166,6:20,5:29,38,38,"1,03",--,--,--,--,--,"0,0",--,--,10.538,--,No,"00:02:23,5",22,01:08:40,01:10:35,5,23
Running,2021-11-21 09:36:43,0,Hamburg Laufen,"8,83",873,00:55:10,153,166,--,154,164,6:15,5:31,15,20,"1,04",--,--,--,--,--,"0,0",--,--,8.486,--,No,"00:02:06,9",18,00:55:00,00:55:23,6,23
Running,2021-11-19 12:21:49,0,Hamburg Laufen,"6,99",724,00:44:07,155,166,--,153,162,6:19,6:01,21,19,"1,03",--,--,--,--,--,"0,0",--,--,6.766,--,No,"00:03:04,0",14,00:44:06,00:44:07,5,19
Running,2021-11-18 11:17:51,0,Hamburg Laufen,"5,46",555,00:34:36,152,165,--,151,163,6:20,5:35,--,2,"1,05",--,--,--,--,--,"0,0",--,--,5.230,--,No,"00:02:54,3",11,00:34:21,00:35:32,5,10
Running,2021-11-10 11:03:12,0,Hamburg Laufen,"8,63",866,00:53:45,154,165,--,153,165,6:14,5:34,11,11,"1,05",--,--,--,--,--,"0,0",--,--,8.248,--,No,"00:00:48,9",18,00:53:13,00:54:54,5,19
Running,2021-11-08 11:58:47,0,Hamburg Laufen,"9,14",927,00:57:46,154,165,--,152,166,6:19,3:54,19,18,"1,04",--,--,--,--,--,"0,0",--,--,8.764,--,No,"00:00:57,2",19,00:57:30,00:58:09,5,22
Running,2021-11-07 15:46:52,0,Hamburg Laufen,"10,65",1.114,01:07:18,159,187,--,151,164,6:19,4:59,29,28,"1,05",--,--,--,--,--,"0,0",--,--,10.164,--,No,"00:01:00,8",22,01:06:49,01:08:47,5,24
Running,2021-11-06 08:53:28,0,Hamburg Laufen,"8,61",907,00:53:57,159,169,--,152,167,6:16,4:57,13,12,"1,05",--,--,--,--,--,"0,0",--,--,8.224,--,No,"00:00:42,1",18,00:53:34,00:54:54,5,19
Running,2021-11-05 12:25:38,0,Hamburg Laufen,"6,94",727,00:43:26,157,169,--,153,162,6:16,5:39,18,17,"1,05",--,--,--,--,--,"0,0",--,--,6.630,--,No,"00:02:42,1",14,00:43:10,00:44:23,5,18
Running,2021-11-01 11:36:46,0,Hamburg Laufen,"5,51",566,00:34:40,154,169,--,150,160,6:18,3:10,2,3,"1,06",--,--,--,--,--,"0,0",--,--,5.200,--,No,"00:00:02,8",12,00:34:32,00:34:50,5,10
Running,2021-10-13 11:20:16,0,Hamburg Laufen,"11,50",1.075,01:10:35,150,163,--,154,165,6:08,4:25,44,42,"1,06",--,--,--,--,--,"0,0",--,--,10.858,--,No,"00:02:54,4",23,01:10:20,01:11:03,5,24
Running,2021-10-12 12:08:02,0,Hamburg Laufen,"10,97",1.043,01:07:34,152,164,--,153,166,6:09,5:09,34,36,"1,06",--,--,--,--,--,"0,0",--,--,10.338,--,No,"00:02:55,7",22,01:06:53,01:08:51,5,23
Running,2021-10-08 16:08:53,0,Gremersdorf Laufen,"11,54",1.016,01:14:11,145,165,--,151,162,6:26,5:58,50,49,"1,03",--,--,--,--,--,"0,0",--,--,11.216,--,No,"00:00:14,7",24,01:14:07,01:14:11,1,40
Running,2021-10-07 15:24:48,0,Gremersdorf Laufen,"9,04",831,00:57:58,147,158,--,150,163,6:25,6:05,54,53,"1,04",--,--,--,--,--,"0,0",--,--,8.712,--,No,"00:00:20,1",19,00:57:54,00:57:58,0,40
Running,2021-10-05 12:12:54,0,Hamburg Laufen,"8,72",819,00:54:27,148,160,--,153,173,6:15,5:26,24,23,"1,05",--,--,--,--,--,"0,0",--,--,8.338,--,No,"00:01:27,3",18,00:54:01,00:55:54,5,20
Running,2021-10-04 14:50:29,0,Hamburg Laufen,"10,73",1.033,01:07:27,151,165,--,153,164,6:17,5:14,30,30,"1,04",--,--,--,--,--,"0,0",--,--,10.302,--,No,"00:01:26,8",22,01:07:19,01:08:11,5,23
Running,2021-10-01 12:14:02,0,Gremersdorf Laufen,"10,12",1.048,01:04:34,155,167,--,151,160,6:23,5:35,44,46,"1,04",--,--,--,--,--,"0,0",--,--,9.736,--,No,"00:00:44,1",21,01:04:27,01:04:37,'-1,36
Running,2021-09-25 15:48:26,0,Gremersdorf Laufen,"11,56",1.071,01:18:05,144,161,--,149,158,6:45,5:12,55,55,"0,99",--,--,--,--,--,"0,0",--,--,11.628,--,No,"00:00:24,5",24,01:17:55,01:18:06,0,40
Running,2021-09-21 15:03:59,0,Gremersdorf Laufen,"12,61",1.139,01:19:54,147,161,--,151,160,6:20,4:44,55,55,"1,05",--,--,--,--,--,"0,0",--,--,12.032,--,No,"00:00:38,1",26,01:19:43,01:20:06,0,40
Running,2021-09-20 14:38:04,0,Gremersdorf Sonstige,"10,15",--,01:09:59,--,--,--,--,--,6:54,3:25,60,64,--,--,--,--,--,--,"0,0",--,--,--,--,No,01:09:59,1,--:--:--,01:09:59,1,40
Running,2021-09-16 16:38:36,0,Hamburg Laufen,"8,55",816,00:54:45,148,160,--,149,160,6:24,5:11,13,14,"1,05",--,--,--,--,--,"0,0",--,--,8.186,--,No,"00:00:21,5",18,00:54:25,00:55:28,5,21
Running,2021-09-15 12:33:50,0,Hamburg Laufen,"10,95",1.024,01:10:20,148,161,--,150,165,6:25,5:30,26,27,"1,04",--,--,--,--,--,"0,0",--,--,10.558,--,No,"00:02:44,6",22,01:09:52,01:11:47,5,22
Running,2021-09-14 17:50:22,0,Hamburg Laufen,"5,43",524,00:34:35,147,161,--,149,162,6:22,5:30,3,6,"1,05",--,--,--,--,--,"0,0",--,--,5.158,--,No,"00:02:42,3",11,00:34:18,00:35:53,5,16
Running,2021-09-13 17:49:41,0,Hamburg Laufen,"11,64",1.052,01:14:02,147,160,--,150,162,6:22,5:14,22,21,"1,05",--,--,--,--,--,"0,0",--,--,11.088,--,No,"00:00:56,5",24,01:13:35,01:15:42,5,19
Running,2021-09-11 14:49:27,0,Gremersdorf Laufen,"11,66",1.065,01:16:08,146,158,--,149,157,6:32,5:50,53,53,"1,03",--,--,--,--,--,"0,0",--,--,11.324,--,No,"00:00:57,2",24,01:16:02,01:16:12,'-0,35
Running,2021-09-10 11:41:22,0,Gremersdorf Laufen,"10,15",745,01:05:23,150,164,--,149,160,6:27,6:07,53,19,"1,03",--,--,--,--,--,"0,0",--,--,7.216,--,No,"00:03:03,5",15,00:48:21,00:48:23,4,40
Running,2021-09-07 10:38:42,0,Hamburg Laufen,"11,67",1.158,01:15:31,152,165,--,149,164,6:28,5:21,23,25,"1,04",--,--,--,--,--,"0,0",--,--,11.264,--,No,"00:01:13,7",24,01:14:49,01:17:08,5,24
Running,2021-09-03 17:16:27,0,Gremersdorf Laufen,"11,45",1.116,01:15:39,150,162,--,149,157,6:36,6:17,51,53,"1,01",--,--,--,--,--,"0,0",--,--,11.290,--,No,"00:02:56,7",23,01:15:35,01:15:39,0,40
Running,2021-09-02 17:29:35,0,Gremersdorf Laufen,"11,54",1.118,01:15:41,150,163,--,149,157,6:34,6:13,50,50,"1,03",--,--,--,--,--,"0,0",--,--,11.252,--,No,"00:00:14,3",24,01:15:36,01:15:47,0,40
Running,2021-08-30 12:50:45,0,Hamburg Laufen,"10,53",1.083,01:07:43,154,167,--,149,164,6:26,5:30,26,25,"1,04",--,--,--,--,--,"0,0",--,--,10.098,--,No,"00:00:12,1",22,01:07:25,01:09:08,5,19
Running,2021-08-28 16:50:36,0,Gremersdorf Laufen,"9,02",782,00:59:18,147,219,--,149,159,6:34,4:59,42,42,"1,02",--,--,--,--,--,"0,0",--,--,8.812,--,No,"00:00:06,5",19,00:59:00,00:59:41,'-1,36
Running,2021-08-27 17:47:54,0,Gremersdorf Laufen,"8,32",799,00:54:42,149,165,--,149,155,6:34,5:49,29,57,"1,02",--,--,--,--,--,"0,0",--,--,8.154,--,No,"00:02:03,3",17,00:54:32,00:54:56,0,40
Running,2021-08-23 11:18:10,0,Hamburg Laufen,"9,84",960,01:02:21,151,165,--,150,165,6:20,5:05,23,23,"1,05",--,--,--,--,--,"0,0",--,--,9.338,--,No,"00:02:11,6",20,01:01:30,01:03:24,5,20
Running,2021-08-21 15:37:57,0,Gremersdorf Laufen,"10,13",993,01:05:26,153,219,--,150,159,6:28,5:30,46,46,"1,03",--,--,--,--,--,"0,0",--,--,9.800,--,No,"00:00:45,0",21,01:05:20,01:05:30,'-1,36
Running,2021-08-20 15:55:35,0,Gremersdorf Laufen,"9,04",835,01:00:45,146,160,--,148,154,6:43,6:13,43,44,"1,01",--,--,--,--,--,"0,0",--,--,8.984,--,No,"00:00:14,8",19,01:00:38,01:00:52,'-0,36
Running,2021-08-18 11:15:42,0,Hamburg Laufen,"9,60",955,01:02:48,149,163,--,150,165,6:32,5:04,12,11,"1,02",--,--,--,--,--,"0,0",--,--,9.406,--,No,"00:00:40,4",20,01:02:13,01:04:44,5,18
Running,2021-08-17 11:27:05,0,Hamburg Laufen,"8,79",897,00:57:35,154,219,--,148,166,6:33,4:26,11,11,"1,03",--,--,--,--,--,"0,0",--,--,8.510,--,No,"00:01:57,5",18,00:56:48,00:59:43,5,18
Running,2021-08-14 17:18:39,0,Gremersdorf Laufen,"6,18",560,00:47:44,139,217,--,143,153,7:44,5:56,33,30,"0,91",--,--,--,--,--,"0,0",--,--,6.822,--,No,"00:01:22,1",13,00:47:31,00:49:39,4,35
Running,2021-08-09 11:39:32,0,Hamburg Laufen,"7,97",812,00:50:43,152,167,--,150,163,6:22,5:19,13,13,"1,05",--,--,--,--,--,"0,0",--,--,7.604,--,No,"00:02:57,5",16,00:50:22,00:51:29,5,19
Running,2021-08-05 12:44:03,0,Gremersdorf Laufen,"6,23",691,00:40:26,159,172,--,149,159,6:29,6:07,37,12,"1,03",--,--,--,--,--,"0,0",--,--,6.034,--,No,"00:01:36,1",13,--:--:--,00:40:44,4,36
Running,2021-08-03 10:57:57,0,Hamburg Laufen,"6,95",720,00:44:38,153,166,--,149,159,6:25,5:26,21,21,"1,05",--,--,--,--,--,"0,0",--,--,6.634,--,No,"00:02:57,2",14,--:--:--,00:45:26,5,19
Running,2021-07-24 08:01:11,0,Gremersdorf Laufen,"10,13",989,01:04:23,151,163,--,151,161,6:21,5:56,44,43,"1,04",--,--,--,--,--,"0,0",--,--,9.748,--,No,"00:00:48,3",21,01:04:18,01:04:30,0,40
Running,2021-07-23 12:55:46,0,Gremersdorf Laufen,"11,52",1.096,01:14:19,149,163,--,149,160,6:27,6:00,48,50,"1,04",--,--,--,--,--,"0,0",--,--,11.104,--,No,"00:00:05,9",24,01:14:05,01:14:27,'-1,36
Running,2021-07-22 14:14:42,0,Gremersdorf Laufen,"10,12",975,01:05:25,150,164,--,149,156,6:28,5:48,41,41,"1,03",--,--,--,--,--,"0,0",--,--,9.780,--,No,"00:00:43,6",21,01:05:15,01:05:35,0,40
Running,2021-07-19 11:18:01,0,Hamburg Laufen,"10,59",979,01:07:08,147,159,--,151,162,6:20,5:32,31,31,"1,05",--,--,--,--,--,"0,0",--,--,10.114,--,No,"00:00:33,0",22,--:--:--,01:07:54,5,23
Running,2021-07-13 17:23:21,0,Hamburg Laufen,"7,60",726,00:50:22,144,156,--,146,157,6:37,4:25,23,23,"1,03",--,--,--,--,--,"0,0",--,--,7.358,--,No,"00:00:40,4",16,--:--:--,00:52:24,5,17
Running,2021-07-11 09:43:47,0,Gremersdorf Laufen,"11,22",1.123,01:18:49,145,165,--,147,154,7:01,5:58,54,55,"0,97",--,--,--,--,--,"0,0",--,--,11.610,--,No,"00:01:24,8",23,01:18:42,01:18:50,'-1,34
